record_index,id,attribute,current_value,base_value,current_confidence,base_confidence,label
2006,5d2b2794-6a76-46f8-b234-722f48520924,addresses,71 mid cape ter,71 mid cape ter,0.9735918045043945,0.7983452796936035,current
2006,5d2b2794-6a76-46f8-b234-722f48520924,emails,<na>,<na>,0.9735918045043945,0.7983452796936035,current
2006,5d2b2794-6a76-46f8-b234-722f48520924,socials,https://www.facebook.com/223038174460687,https://www.facebook.com/223038174460687,0.9735918045043945,0.7983452796936035,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,names,mary's beauty salon,mary's beauty salon,0.9500626074407351,0.7790513381014027,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,categories,beauty salon,beauty salon,0.9500626074407351,0.7790513381014027,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,websites,"[""http://www.marysbeautysalon.com""]","[""http://www.marysbeautysalon.com""]",0.9500626074407351,0.7790513381014027,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,phones,19734713310,19734713310,0.9500626074407351,0.7790513381014027,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,addresses,42 monroe street,42 monroe street,0.9500626074407351,0.7790513381014027,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2007,d8b80332-0eeb-4f57-95a2-d4b68edb5247,socials,https://www.facebook.com/145880388765794,https://www.facebook.com/145880388765794,0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,names,bryant allergy and asthma clinic,bryant allergy and asthma clinic,0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,categories,allergist,allergist,0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,websites,"[""http://www.littlerockallergy.com""]","[""http://www.littlerockallergy.com""]",0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,phones,15018478691,15018478691,0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,addresses,2301 springhill road,2301 springhill road,0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2008,9eb53a11-7953-4f51-a625-088beea92bb8,socials,https://www.facebook.com/174732975909738,https://www.facebook.com/174732975909738,0.9500626074407351,0.7790513381014027,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,names,lsu innovation,lsu innovation,0.6392360292383872,0.5241735439754774,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,categories,college university,college university,0.6392360292383872,0.5241735439754774,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,websites,"[""https://linktr.ee/LSUINNOVATION""]","[""https://linktr.ee/LSUINNOVATION""]",0.6392360292383872,0.5241735439754774,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,phones,12255787555,12255787555,0.6392360292383872,0.5241735439754774,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,addresses,8000 innovation park drive,8000 innovation park drive,0.6392360292383872,0.5241735439754774,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,emails,<na>,<na>,0.6392360292383872,0.5241735439754774,current
2009,37d70e43-8400-4506-a7e6-920062f1bb59,socials,https://www.facebook.com/410713118998038,https://www.facebook.com/410713118998038,0.6392360292383872,0.5241735439754774,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,names,coonhound creative concepts,coonhound creative concepts,0.9500626074407351,0.7790513381014027,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,categories,shopping,shopping,0.9500626074407351,0.7790513381014027,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,websites,"[""http://www.coonhoundcreatives.com/home""]","[""http://www.coonhoundcreatives.com/home""]",0.9500626074407351,0.7790513381014027,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,phones,13017752763,13017752763,0.9500626074407351,0.7790513381014027,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,addresses,22 highland lane,22 highland lane,0.9500626074407351,0.7790513381014027,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2010,f5c9a160-1cd0-4961-a140-c02e27aeafe3,socials,https://www.facebook.com/1753891821602334,https://www.facebook.com/1753891821602334,0.9500626074407351,0.7790513381014027,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,names,yanni family orthodontics,yanni family orthodontics,0.77,0.6314,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,categories,dentist,dentist,0.77,0.6314,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,websites,"[""https://www.yfosmile.com""]","[""https://www.yfosmile.com""]",0.77,0.6314,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,phones,4137544147,4137544147,0.77,0.6314,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,addresses,66 dwight road,66 dwight road,0.77,0.6314,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,emails,<na>,<na>,0.77,0.6314,current
2011,ee785903-3484-432d-83ab-4e675566b9d5,socials,<na>,<na>,0.77,0.6314,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,names,fathia wines,fathia wines,0.9500626074407351,0.7790513381014027,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,categories,winery,winery,0.9500626074407351,0.7790513381014027,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,websites,"[""http://www.fathiawines.com/""]","[""http://www.fathiawines.com/""]",0.9500626074407351,0.7790513381014027,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,phones,17072829419,17072829419,0.9500626074407351,0.7790513381014027,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,addresses,8910 sonoma highway,8910 sonoma highway,0.9500626074407351,0.7790513381014027,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2012,4410a04f-669d-432a-a9f8-5272673fecd5,socials,https://www.facebook.com/417045758459222,https://www.facebook.com/417045758459222,0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,names,nebraska clear bra,nebraska clear bra,0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,categories,auto detailing,auto detailing,0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,websites,"[""http://nebraskaclearbra.com/""]","[""http://nebraskaclearbra.com/""]",0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,phones,14022148191,14022148191,0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,addresses,13502 giles road,13502 giles road,0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2013,b671195a-d700-4c20-98f0-f65f4dac2322,socials,https://www.facebook.com/883643425043994,https://www.facebook.com/883643425043994,0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,names,schmidt caroliese md,schmidt caroliese md,0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,categories,family practice,family practice,0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,websites,"[""http://www.drcschmidt.com""]","[""http://www.drcschmidt.com""]",0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,phones,13217770600,13217770600,0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,addresses,1275 s patrick drive,1275 s patrick drive,0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2014,e7db9e9f-ed4b-4a9b-b5b0-2fdedc7ce298,socials,https://www.facebook.com/670756660024674,https://www.facebook.com/670756660024674,0.9500626074407351,0.7790513381014027,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,names,dempsey's specialized services,dempsey's specialized services,0.77,0.6314,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,categories,metal fabricator,metal fabricator,0.77,0.6314,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,websites,"[""http://www.dssfabrication.com/""]","[""http://www.dssfabrication.com/""]",0.77,0.6314,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,phones,3025307856,3025307856,0.77,0.6314,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,addresses,304 markus court,304 markus court,0.77,0.6314,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,emails,<na>,<na>,0.77,0.6314,current
2015,56b13bee-d2c7-48cc-a727-f512fa667b01,socials,<na>,<na>,0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,names,murray backflow training school,murray backflow training school,0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,categories,backflow services,backflow services,0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,websites,"[""http://www.backflowtrainingschool.com/""]","[""http://www.backflowtrainingschool.com/""]",0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,phones,9544274201,9544274201,0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,addresses,1533 sw 1st way fl 15,1533 sw 1st way fl 15,0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,emails,<na>,<na>,0.77,0.6314,current
2016,a0930a0f-3062-46ee-8865-7b8d84195fc7,socials,<na>,<na>,0.77,0.6314,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,names,sensational smiles on phillips,sensational smiles on phillips,0.9500626074407351,0.7790513381014027,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,categories,dentist,dentist,0.9500626074407351,0.7790513381014027,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,websites,"[""http://www.sensationalsmiles4u.com/""]","[""http://www.sensationalsmiles4u.com/""]",0.9500626074407351,0.7790513381014027,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,phones,16052778858,16052778858,0.9500626074407351,0.7790513381014027,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,addresses,101 w 37th street,101 w 37th street,0.9500626074407351,0.7790513381014027,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2017,a5eb9863-c889-444f-a85c-351c0fe9faa6,socials,https://www.facebook.com/118072187897710,https://www.facebook.com/118072187897710,0.9500626074407351,0.7790513381014027,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,names,geek squad,geek squad,0.9885143997113691,0.8105818077633227,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,categories,it service and computer repair,it service and computer repair,0.9885143997113691,0.8105818077633227,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,websites,<na>,<na>,0.9885143997113691,0.8105818077633227,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,phones,16034311269,16034311269,0.9885143997113691,0.8105818077633227,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,addresses,45 gosling road,45 gosling road,0.9885143997113691,0.8105818077633227,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,emails,<na>,<na>,0.9885143997113691,0.8105818077633227,current
2018,c8a00892-75e3-4671-9ba6-96c45aa069ce,socials,https://www.facebook.com/517593418770065,https://www.facebook.com/517593418770065,0.9885143997113691,0.8105818077633227,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,names,5d printing,5d printing,0.9500626074407351,0.7790513381014027,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,categories,sign making,sign making,0.9500626074407351,0.7790513381014027,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,websites,"[""http://www.5-dprinting.com/""]","[""http://www.5-dprinting.com/""]",0.9500626074407351,0.7790513381014027,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,phones,15123693456,15123693456,0.9500626074407351,0.7790513381014027,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,addresses,720 bastrop highway,720 bastrop highway,0.9500626074407351,0.7790513381014027,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2019,752c69fe-2ab9-436c-88af-d64e4451b631,socials,https://www.facebook.com/381993472315962,https://www.facebook.com/381993472315962,0.9500626074407351,0.7790513381014027,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,names,bayou bbq,bayou bbq,0.77,0.6314,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,categories,barbecue restaurant,barbecue restaurant,0.77,0.6314,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,websites,"[""http://members.cox.net/omgpromo/thebayousmokehouse/Menu2010.pdf""]","[""http://members.cox.net/omgpromo/thebayousmokehouse/Menu2010.pdf""]",0.77,0.6314,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,phones,4013150220,4013150220,0.77,0.6314,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,addresses,65 friendship street,65 friendship street,0.77,0.6314,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,emails,<na>,<na>,0.77,0.6314,current
2020,46111965-f609-4837-9d35-abf8b5b060eb,socials,<na>,<na>,0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,names,northern indiana construction co.,northern indiana construction co.,0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,categories,contractor,contractor,0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,websites,"[""https://web.indianaconstructors.org/directory/results/directions.aspx?listingid=256""]","[""https://web.indianaconstructors.org/directory/results/directions.aspx?listingid=256""]",0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,phones,5742561811,5742561811,0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,addresses,55803 dogwood road,55803 dogwood road,0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,emails,<na>,<na>,0.77,0.6314,current
2021,1cf9f22e-dfe7-46ec-b55a-47ed33500405,socials,<na>,<na>,0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,names,family dollar,family dollar,0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,categories,discount store,discount store,0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,websites,"[""http://www.familydollar.com/locations/tx/mesquite/23938/""]","[""http://www.familydollar.com/locations/tx/mesquite/23938/""]",0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,phones,9726980950,9726980950,0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,addresses,1220 n town east boulevard ste 400,1220 n town east boulevard ste 400,0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,emails,<na>,<na>,0.77,0.6314,current
2022,a6f725d5-7818-428a-968c-6d9c0ad7e9ed,socials,<na>,<na>,0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,names,l.a. banquets - galleria ballroom,l.a. banquets - galleria ballroom,0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,categories,venue and event space,venue and event space,0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,websites,"[""http://www.labanquets.com/venues/galleria-ballroom/#djnG7""]","[""http://www.labanquets.com/venues/galleria-ballroom/#djnG7""]",0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,phones,8189001035,8189001035,0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,addresses,401 west colorado street,401 west colorado street,0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,emails,galleria@labanquets.com,galleria@labanquets.com,0.77,0.6314,current
2023,9ab49bcd-1940-4234-bd4f-98cd43bf2f7a,socials,https://www.twitter.com/labanquets,https://www.twitter.com/labanquets,0.77,0.6314,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,names,watertown liquor and wine,watertown liquor and wine,0.9500626074407351,0.7790513381014027,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,categories,liquor store,liquor store,0.9500626074407351,0.7790513381014027,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,websites,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,phones,16156975049,16156975049,0.9500626074407351,0.7790513381014027,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,addresses,8488 sparta pike,8488 sparta pike,0.9500626074407351,0.7790513381014027,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2024,d6a8aa33-ccb7-4a30-8432-0255a5a62a5d,socials,https://www.facebook.com/1740024962689324,https://www.facebook.com/1740024962689324,0.9500626074407351,0.7790513381014027,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,names,ajf inspections,ajf inspections,0.9885143997113691,0.8105818077633227,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,categories,home inspector,home inspector,0.9885143997113691,0.8105818077633227,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,websites,"[""http://www.ajfengineering.com""]","[""http://www.ajfengineering.com""]",0.9885143997113691,0.8105818077633227,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,phones,14806618888,14806618888,0.9885143997113691,0.8105818077633227,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,addresses,14201 n hayden road,14201 n hayden road,0.9885143997113691,0.8105818077633227,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,emails,<na>,<na>,0.9885143997113691,0.8105818077633227,current
2025,f86c997d-8fa5-4414-b6d7-43295252ed4d,socials,https://www.facebook.com/107943969225360,https://www.facebook.com/107943969225360,0.9885143997113691,0.8105818077633227,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,names,harvest church,harvest church,0.9797833935018051,0.8034223826714801,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,categories,church cathedral,church cathedral,0.9797833935018051,0.8034223826714801,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,websites,"[""http://www.harvestchurchcary.com/""]","[""http://www.harvestchurchcary.com/""]",0.9797833935018051,0.8034223826714801,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,phones,19193718525,19193718525,0.9797833935018051,0.8034223826714801,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,addresses,505 reedy creek road,505 reedy creek road,0.9797833935018051,0.8034223826714801,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,emails,<na>,<na>,0.9797833935018051,0.8034223826714801,current
2026,c4ed51d9-b3a4-4d46-944a-ed80ecf03e37,socials,https://www.facebook.com/546542772142881,https://www.facebook.com/546542772142881,0.9797833935018051,0.8034223826714801,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,names,rgd consulting engineers - naples,rgd consulting engineers - naples,0.77,0.6314,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,categories,engineering services,engineering services,0.77,0.6314,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,websites,"[""http://www.rgdengineers.com/""]","[""http://www.rgdengineers.com/""]",0.77,0.6314,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,phones,2392062689,2392062689,0.77,0.6314,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,addresses,1610 trade center way unit 5,1610 trade center way unit 5,0.77,0.6314,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,emails,<na>,<na>,0.77,0.6314,current
2027,7e66757e-99e7-42fa-8f15-4762fda81742,socials,<na>,<na>,0.77,0.6314,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,names,glow with kayy,glow with kayy,0.9500626074407351,0.7790513381014027,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,categories,beauty salon,beauty salon,0.9500626074407351,0.7790513381014027,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,websites,"[""https://www.glowwithkayy.com/""]","[""https://www.glowwithkayy.com/""]",0.9500626074407351,0.7790513381014027,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,phones,14322882638,14322882638,0.9500626074407351,0.7790513381014027,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,addresses,1030 andrews highway,1030 andrews highway,0.9500626074407351,0.7790513381014027,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,emails,<na>,<na>,0.9500626074407351,0.7790513381014027,current
2028,6c70c87f-d031-43e4-ba3f-8802d06e1ba7,socials,https://www.facebook.com/107077171061392,https://www.facebook.com/107077171061392,0.9500626074407351,0.7790513381014027,current
